      1000  0.46E-04  0.32E-04  0.32E-04
      2000  0.94E-04  0.18E-04  0.19E-04
      3000  0.14E-03  0.21E-04  0.22E-04
      4000  0.18E-03  0.20E-04  0.20E-04
      5000  0.23E-03  0.19E-04  0.20E-04
      6000  0.27E-03  0.17E-04  0.19E-04
      7000  0.32E-03  0.19E-04  0.43E-04
      8000  0.36E-03  0.17E-04  0.18E-04
      9000  0.40E-03  0.17E-04  0.17E-04
     10000  0.45E-03  0.16E-04  0.17E-04
     11000  0.49E-03  0.16E-04  0.17E-04
     12000  0.54E-03  0.16E-04  0.17E-04
     13000  0.58E-03  0.16E-04  0.16E-04
     14000  0.63E-03  0.15E-04  0.16E-04
     15000  0.67E-03  0.15E-04  0.16E-04
     16000  0.71E-03  0.15E-04  0.16E-04
     17000  0.76E-03  0.15E-04  0.17E-04
     18000  0.80E-03  0.15E-04  0.16E-04
     19000  0.84E-03  0.14E-04  0.16E-04
     20000  0.89E-03  0.14E-04  0.16E-04
     21000  0.93E-03  0.14E-04  0.16E-04
     22000  0.98E-03  0.14E-04  0.16E-04
     23000  0.10E-02  0.14E-04  0.16E-04
     24000  0.11E-02  0.14E-04  0.16E-04
     25000  0.11E-02  0.14E-04  0.16E-04
     26000  0.12E-02  0.13E-04  0.14E-04
     27000  0.12E-02  0.13E-04  0.17E-04
     28000  0.12E-02  0.13E-04  0.14E-04
     29000  0.13E-02  0.13E-04  0.14E-04
     30000  0.13E-02  0.13E-04  0.14E-04
     31000  0.14E-02  0.13E-04  0.14E-04
     32000  0.14E-02  0.13E-04  0.13E-04
     33000  0.15E-02  0.12E-04  0.13E-04
     34000  0.15E-02  0.12E-04  0.13E-04
     35000  0.15E-02  0.12E-04  0.13E-04
     36000  0.16E-02  0.12E-04  0.13E-04
     37000  0.16E-02  0.13E-04  0.16E-04
     38000  0.17E-02  0.12E-04  0.12E-04
     39000  0.17E-02  0.12E-04  0.12E-04
     40000  0.18E-02  0.12E-04  0.12E-04
     41000  0.18E-02  0.11E-04  0.12E-04
     42000  0.18E-02  0.11E-04  0.12E-04
     43000  0.19E-02  0.11E-04  0.12E-04
     44000  0.19E-02  0.11E-04  0.12E-04
     45000  0.20E-02  0.11E-04  0.12E-04
     46000  0.20E-02  0.11E-04  0.11E-04
     47000  0.21E-02  0.11E-04  0.11E-04
     48000  0.21E-02  0.11E-04  0.11E-04
     49000  0.21E-02  0.11E-04  0.11E-04
     50000  0.22E-02  0.11E-04  0.11E-04
     51000  0.22E-02  0.11E-04  0.13E-04
     52000  0.23E-02  0.10E-04  0.12E-04
     53000  0.23E-02  0.10E-04  0.13E-04
     54000  0.23E-02  0.10E-04  0.12E-04
     55000  0.24E-02  0.99E-05  0.12E-04
     56000  0.24E-02  0.10E-04  0.12E-04
     57000  0.25E-02  0.97E-05  0.12E-04
     58000  0.25E-02  0.96E-05  0.11E-04
     59000  0.26E-02  0.94E-05  0.13E-04
     60000  0.26E-02  0.94E-05  0.12E-04
     61000  0.26E-02  0.93E-05  0.13E-04
     62000  0.27E-02  0.92E-05  0.11E-04
     63000  0.27E-02  0.92E-05  0.12E-04
     64000  0.28E-02  0.91E-05  0.11E-04
     65000  0.28E-02  0.93E-05  0.11E-04
     66000  0.28E-02  0.90E-05  0.11E-04
     67000  0.29E-02  0.89E-05  0.95E-05
     68000  0.29E-02  0.90E-05  0.11E-04
     69000  0.30E-02  0.88E-05  0.95E-05
     70000  0.30E-02  0.88E-05  0.99E-05
     71000  0.31E-02  0.87E-05  0.99E-05
     72000  0.31E-02  0.87E-05  0.91E-05
     73000  0.31E-02  0.85E-05  0.97E-05
     74000  0.32E-02  0.87E-05  0.92E-05
     75000  0.32E-02  0.84E-05  0.92E-05
     76000  0.33E-02  0.84E-05  0.92E-05
     77000  0.33E-02  0.86E-05  0.94E-05
     78000  0.33E-02  0.84E-05  0.89E-05
     79000  0.34E-02  0.82E-05  0.89E-05
     80000  0.34E-02  0.83E-05  0.90E-05
     81000  0.35E-02  0.82E-05  0.91E-05
     82000  0.35E-02  0.82E-05  0.88E-05
     83000  0.35E-02  0.81E-05  0.89E-05
     84000  0.36E-02  0.81E-05  0.90E-05
     85000  0.36E-02  0.79E-05  0.94E-05
     86000  0.37E-02  0.82E-05  0.94E-05
     87000  0.37E-02  0.81E-05  0.86E-05
     88000  0.37E-02  0.80E-05  0.94E-05
     89000  0.38E-02  0.80E-05  0.86E-05
     90000  0.38E-02  0.79E-05  0.94E-05
     91000  0.39E-02  0.77E-05  0.89E-05
     92000  0.39E-02  0.75E-05  0.93E-05
     93000  0.39E-02  0.76E-05  0.11E-04
     94000  0.40E-02  0.75E-05  0.10E-04
     95000  0.40E-02  0.72E-05  0.10E-04
     96000  0.41E-02  0.73E-05  0.10E-04
     97000  0.41E-02  0.11E-04  0.18E-04
     98000  0.41E-02  0.74E-05  0.97E-05
     99000  0.42E-02  0.74E-05  0.98E-05
    100000  0.42E-02  0.81E-05  0.11E-04
    101000  0.43E-02  0.10E-04  0.18E-04
    102000  0.43E-02  0.85E-05  0.13E-04
    103000  0.43E-02  0.10E-04  0.16E-04
    104000  0.44E-02  0.73E-05  0.96E-05
    105000  0.44E-02  0.93E-05  0.14E-04
    106000  0.44E-02  0.84E-05  0.12E-04
    107000  0.45E-02  0.84E-05  0.12E-04
    108000  0.45E-02  0.69E-05  0.87E-05
    109000  0.46E-02  0.72E-05  0.81E-05
    110000  0.46E-02  0.71E-05  0.83E-05
    111000  0.46E-02  0.67E-05  0.83E-05
    112000  0.47E-02  0.72E-05  0.85E-05
    113000  0.47E-02  0.66E-05  0.84E-05
    114000  0.48E-02  0.65E-05  0.78E-05
    115000  0.48E-02  0.65E-05  0.86E-05
    116000  0.48E-02  0.66E-05  0.82E-05
    117000  0.49E-02  0.65E-05  0.87E-05
    118000  0.49E-02  0.65E-05  0.83E-05
    119000  0.49E-02  0.65E-05  0.78E-05
    120000  0.50E-02  0.63E-05  0.95E-05
    121000  0.50E-02  0.62E-05  0.79E-05
    122000  0.51E-02  0.65E-05  0.85E-05
    123000  0.51E-02  0.63E-05  0.86E-05
    124000  0.51E-02  0.62E-05  0.80E-05
    125000  0.52E-02  0.60E-05  0.84E-05
    126000  0.52E-02  0.61E-05  0.87E-05
    127000  0.52E-02  0.62E-05  0.71E-05
    128000  0.53E-02  0.60E-05  0.73E-05
    129000  0.53E-02  0.61E-05  0.70E-05
    130000  0.54E-02  0.60E-05  0.77E-05
    131000  0.54E-02  0.59E-05  0.67E-05
    132000  0.54E-02  0.59E-05  0.73E-05
    133000  0.55E-02  0.59E-05  0.70E-05
    134000  0.55E-02  0.60E-05  0.86E-05
    135000  0.55E-02  0.59E-05  0.16E-04
    136000  0.56E-02  0.58E-05  0.86E-05
    137000  0.56E-02  0.58E-05  0.80E-05
    138000  0.57E-02  0.59E-05  0.84E-05
    139000  0.57E-02  0.56E-05  0.79E-05
    140000  0.57E-02  0.55E-05  0.68E-05
    141000  0.58E-02  0.62E-05  0.88E-05
    142000  0.58E-02  0.58E-05  0.82E-05
    143000  0.59E-02  0.59E-05  0.82E-05
